time_sec,ECG_I,ECG_I_filtered
0.422,0.205,0.015
0.424,0.135,0.01
0.426,0.2,0.0
0.428,0.22,-0.01
0.43,0.08,-0.02
0.432,0.13,-0.025
0.434,0.155,-0.02
0.436,0.195,-0.015
0.438,0.22,-0.005
0.44,0.215,0.005
0.442,0.18,0.015
0.444,0.16,0.02
0.446,0.155,0.02
0.448,0.135,0.02
0.45,0.165,0.015
0.452,0.18,0.005
0.454,0.175,-0.01
0.456,0.165,-0.02
0.458,0.13,-0.03
0.46,0.09,-0.04
0.462,0.105,-0.05
0.464,0.115,-0.055
0.466,0.1,-0.055
0.468,0.125,-0.06
0.47,0.185,-0.055
0.472,0.12,-0.055
0.474,0.08,-0.05
0.476,0.09,-0.045
0.478,0.145,-0.04
0.48,0.18,-0.04
0.482,0.135,-0.035
0.484,0.095,-0.035
0.486,0.12,-0.035
0.488,0.125,-0.035
0.49,0.11,-0.035
0.492,0.15,-0.035
0.494,0.17,-0.03
0.496,0.175,-0.03
0.498,0.155,-0.025
0.5,0.13,-0.02
0.502,0.145,-0.02
0.504,0.155,-0.025
0.506,0.15,-0.03
0.508,0.1,-0.035
0.51,0.105,-0.045
0.512,0.08,-0.05
0.514,0.075,-0.055
0.516,0.14,-0.055
0.518,0.175,-0.045
0.52,0.185,-0.035
0.522,0.18,-0.025
0.524,0.155,-0.01
0.526,0.105,-0.005
0.528,0.14,-0.005
0.53,0.105,-0.01
0.532,0.095,-0.025
0.534,0.08,-0.05
0.536,0.15,-0.07
0.538,0.135,-0.09
0.54,0.09,-0.1
0.542,0.055,-0.09
0.544,0.08,-0.065
0.546,0.1,-0.015
0.548,0.165,0.05
0.55,0.31,0.13
0.552,0.445,0.215
0.554,0.545,0.3
0.556,0.59,0.38
0.558,0.665,0.445
0.56,0.72,0.5
0.562,0.725,0.545
0.564,0.775,0.575
0.566,0.79,0.59
0.568,0.74,0.6
0.57,0.75,0.6
0.572,0.76,0.585
0.574,0.715,0.555
0.576,0.725,0.505
0.578,0.67,0.435
0.58,0.6,0.355
0.582,0.41,0.255
0.584,0.23,0.155
0.586,0.14,0.055
0.588,0.075,-0.035
0.59,-0.015,-0.1
0.592,-0.055,-0.14
0.594,0.025,-0.16
0.596,0.1,-0.15
0.598,0.11,-0.125
0.6,0.145,-0.095
0.602,0.11,-0.06
0.604,0.11,-0.03
0.606,0.11,-0.01
0.608,0.16,-0.005
0.61,0.175,-0.005
0.612,0.135,-0.01
0.614,0.13,-0.02
0.616,0.13,-0.025
0.618,0.11,-0.025
0.62,0.175,-0.02
0.622,0.21,-0.015
0.624,0.18,-0.005
0.626,0.165,0.005
0.628,0.165,0.01
0.63,0.155,0.015
0.632,0.18,0.01
0.634,0.165,0.005
0.636,0.145,0.0
0.638,0.18,-0.005
0.64,0.17,-0.005
0.642,0.205,-0.005
0.644,0.21,0.0
0.646,0.165,0.01
0.648,0.115,0.015
0.65,0.23,0.02
0.652,0.205,0.02
0.654,0.15,0.02
0.656,0.13,0.015
0.658,0.155,0.015
0.66,0.175,0.01
0.662,0.195,0.015
0.664,0.205,0.02
0.666,0.25,0.03
0.668,0.24,0.04
0.67,0.25,0.05
0.672,0.255,0.055
0.674,0.195,0.06
0.676,0.165,0.055
0.678,0.14,0.05
0.68,0.215,0.04
0.682,0.22,0.03
0.684,0.17,0.025
0.686,0.22,0.025
0.688,0.215,0.03
0.69,0.275,0.045
0.692,0.27,0.065
0.694,0.22,0.08
0.696,0.245,0.095
0.698,0.29,0.11
0.7,0.27,0.11
0.702,0.245,0.105
0.704,0.25,0.09
0.706,0.24,0.075
0.708,0.205,0.06
0.71,0.185,0.05
0.712,0.205,0.04
0.714,0.23,0.045
0.716,0.265,0.05
0.718,0.3,0.065
0.72,0.275,0.085
0.722,0.275,0.1
0.724,0.295,0.12
0.726,0.3,0.135
0.728,0.31,0.145
0.73,0.31,0.155
0.732,0.295,0.16
0.734,0.355,0.17
0.736,0.355,0.175
0.738,0.34,0.185
0.74,0.365,0.19
0.742,0.355,0.2
0.744,0.385,0.205
0.746,0.415,0.205
0.748,0.4,0.205
0.75,0.37,0.21
0.752,0.36,0.21
0.754,0.35,0.21
0.756,0.365,0.22
0.758,0.41,0.225
0.76,0.42,0.24
0.762,0.46,0.25
0.764,0.445,0.265
0.766,0.46,0.275
0.768,0.48,0.28
0.77,0.485,0.285
0.772,0.45,0.285
0.774,0.475,0.28
0.776,0.395,0.275
0.778,0.385,0.265
0.78,0.42,0.26
0.782,0.45,0.25
0.784,0.445,0.245
0.786,0.445,0.24
0.788,0.39,0.23
0.79,0.32,0.225
0.792,0.355,0.215
0.794,0.39,0.2
0.796,0.43,0.185
0.798,0.355,0.17
0.8,0.32,0.155
0.802,0.32,0.14
0.804,0.285,0.125
0.806,0.22,0.11
0.808,0.255,0.1
0.81,0.26,0.09
0.812,0.215,0.08
0.814,0.225,0.075
0.816,0.225,0.075
0.818,0.22,0.075
0.82,0.265,0.075
0.822,0.29,0.075
0.824,0.275,0.075
0.826,0.26,0.07
0.828,0.175,0.065
0.83,0.205,0.055
0.832,0.25,0.04
0.834,0.2,0.03
0.836,0.14,0.015
0.838,0.15,0.0
0.84,0.14,-0.01
0.842,0.095,-0.02
0.844,0.185,-0.025
0.846,0.155,-0.025
0.848,0.13,-0.025
0.85,0.125,-0.025
0.852,0.13,-0.025
0.854,0.17,-0.02
0.856,0.175,-0.02
0.858,0.14,-0.02
0.86,0.145,-0.02
0.862,0.185,-0.02
0.864,0.165,-0.02
0.866,0.135,-0.02
0.868,0.1,-0.025
0.87,0.085,-0.035
0.872,0.11,-0.045
0.874,0.11,-0.055
0.876,0.11,-0.07
0.878,0.11,-0.085
0.88,0.085,-0.095
0.882,-0.01,-0.1
0.884,0.035,-0.1
0.886,0.115,-0.09
0.888,0.12,-0.08
0.89,0.09,-0.06
0.892,0.13,-0.045
0.894,0.16,-0.025
0.896,0.21,-0.015
0.898,0.18,-0.005
0.9,0.145,0.0
0.902,0.14,0.0
0.904,0.185,-0.005
0.906,0.215,-0.015
0.908,0.155,-0.025
0.91,0.09,-0.04
0.912,0.12,-0.045
0.914,0.11,-0.055
0.916,0.085,-0.06
0.918,0.085,-0.06
0.92,0.13,-0.06
0.922,0.12,-0.055
0.924,0.12,-0.05
0.926,0.14,-0.045
0.928,0.16,-0.035
0.93,0.16,-0.03
0.932,0.185,-0.02
0.934,0.2,-0.015
0.936,0.16,-0.01
0.938,0.125,-0.005
0.94,0.135,-0.01
0.942,0.165,-0.015
0.944,0.165,-0.02
0.946,0.16,-0.035
0.948,0.06,-0.045
0.95,0.085,-0.055
0.952,0.14,-0.06
0.954,0.145,-0.065
0.956,0.12,-0.06
0.958,0.125,-0.055
0.96,0.14,-0.045
0.962,0.115,-0.035
0.964,0.14,-0.025
0.966,0.145,-0.015
0.968,0.12,-0.015
0.97,0.125,-0.01
0.972,0.13,-0.015
0.974,0.175,-0.015
0.976,0.205,-0.015
0.978,0.19,-0.015
0.98,0.15,-0.01
0.982,0.125,-0.005
0.984,0.14,0.0
0.986,0.195,0.005
0.988,0.195,0.005
0.99,0.135,0.0
0.992,0.155,-0.005
0.994,0.205,-0.02
0.996,0.16,-0.035
0.998,0.11,-0.05
1.0,0.11,-0.06
1.002,0.1,-0.065
1.004,0.11,-0.065
1.006,0.105,-0.06
1.008,0.13,-0.05
1.01,0.15,-0.035
1.012,0.18,-0.03
1.014,0.155,-0.02
1.016,0.135,-0.025
1.018,0.145,-0.03
1.02,0.11,-0.04
1.022,0.085,-0.055
1.024,0.11,-0.065
1.026,0.07,-0.075
1.028,0.085,-0.08
1.03,0.13,-0.075
1.032,0.165,-0.065
1.034,0.145,-0.055
1.036,0.135,-0.04
1.038,0.13,-0.025
1.04,0.195,-0.02
1.042,0.19,-0.015
1.044,0.19,-0.015
1.046,0.12,-0.02
1.048,0.09,-0.03
1.05,0.105,-0.04
1.052,0.14,-0.05
1.054,0.13,-0.055
1.056,0.14,-0.06
1.058,0.155,-0.065
1.06,0.13,-0.065
1.062,0.08,-0.06
1.064,0.075,-0.06
1.066,0.08,-0.055
1.068,0.145,-0.05
1.07,0.155,-0.045
1.072,0.14,-0.045
1.074,0.09,-0.04
1.076,0.11,-0.04
1.078,0.155,-0.045
1.08,0.135,-0.045
1.082,0.16,-0.05
1.084,0.11,-0.055
1.086,0.09,-0.055
1.088,0.095,-0.06
1.09,0.125,-0.06
1.092,0.095,-0.06
1.094,0.1,-0.06
1.096,0.1,-0.06
1.098,0.155,-0.06
1.1,0.155,-0.055
1.102,0.165,-0.055
1.104,0.11,-0.055
1.106,0.11,-0.055
1.108,0.115,-0.055
1.11,0.1,-0.05
1.112,0.105,-0.05
1.114,0.095,-0.05
1.116,0.11,-0.045
1.118,0.225,-0.045
1.12,0.165,-0.05
1.122,0.08,-0.05
1.124,0.085,-0.055
1.126,0.115,-0.055
1.128,0.13,-0.055
1.13,0.125,-0.055
1.132,0.14,-0.05
1.134,0.14,-0.045
1.136,0.15,-0.035
1.138,0.175,-0.035
1.14,0.185,-0.035
1.142,0.15,-0.035
1.144,0.1,-0.045
1.146,0.105,-0.055
1.148,0.04,-0.065
1.15,0.065,-0.075
1.152,0.095,-0.08
1.154,0.11,-0.08
1.156,0.135,-0.075
1.158,0.165,-0.06
1.16,0.17,-0.045
1.162,0.14,-0.035
1.164,0.135,-0.025
1.166,0.175,-0.02
1.168,0.135,-0.025
1.17,0.095,-0.035
1.172,0.065,-0.05
1.174,0.04,-0.07
1.176,0.05,-0.085
1.178,0.095,-0.095
1.18,0.105,-0.105
1.182,0.135,-0.105
1.184,0.14,-0.1
1.186,0.085,-0.085
1.188,0.065,-0.075
1.19,0.09,-0.065
1.192,0.11,-0.055
1.194,0.105,-0.05
1.196,0.095,-0.05
1.198,0.085,-0.055
1.2,0.115,-0.065
1.202,0.115,-0.07
1.204,0.125,-0.075
1.206,0.14,-0.08
1.208,0.1,-0.08
1.21,0.09,-0.075
1.212,0.12,-0.07
1.214,0.1,-0.06
1.216,0.065,-0.05
1.218,0.04,-0.045
1.22,0.125,-0.04
1.222,0.19,-0.04
1.224,0.2,-0.04
1.226,0.105,-0.045
1.228,0.085,-0.05
1.23,0.115,-0.055
1.232,0.15,-0.055
1.234,0.12,-0.055
1.236,0.125,-0.055
1.238,0.095,-0.05
1.24,0.115,-0.05
1.242,0.11,-0.045
1.244,0.09,-0.045
1.246,0.085,-0.05
1.248,0.16,-0.05
1.25,0.19,-0.055
1.252,0.1,-0.06
1.254,0.085,-0.065
1.256,0.085,-0.075
1.258,0.09,-0.08
1.26,0.11,-0.085
1.262,0.115,-0.09
1.264,0.1,-0.1
1.266,0.05,-0.105
1.268,0.045,-0.11
1.27,0.06,-0.115
1.272,0.025,-0.115
1.274,0.065,-0.11
1.276,0.09,-0.1
1.278,0.105,-0.09
1.28,0.13,-0.075
1.282,0.165,-0.06
1.284,0.175,-0.05
1.286,0.13,-0.045
1.288,0.125,-0.04
1.29,0.12,-0.04
1.292,0.125,-0.045
1.294,0.09,-0.05
1.296,0.08,-0.055
1.298,0.08,-0.06
1.3,0.08,-0.06
1.302,0.165,-0.055
1.304,0.135,-0.05
1.306,0.135,-0.04
1.308,0.11,-0.035
1.31,0.1,-0.035
1.312,0.085,-0.035
1.314,0.09,-0.04
1.316,0.095,-0.05
1.318,0.125,-0.06
1.32,0.145,-0.075
1.322,0.125,-0.085
1.324,0.06,-0.095
1.326,0.03,-0.1
1.328,0.0,-0.1
1.33,0.03,-0.1
1.332,0.095,-0.095
1.334,0.095,-0.09
1.336,0.125,-0.08
1.338,0.145,-0.07
1.34,0.15,-0.06
1.342,0.09,-0.055
1.344,0.115,-0.05
1.346,0.135,-0.045
1.348,0.135,-0.045
1.35,0.08,-0.05
1.352,0.08,-0.06
1.354,0.115,-0.065
1.356,0.14,-0.075
1.358,0.115,-0.08
1.36,0.14,-0.085
1.362,0.08,-0.085
1.364,0.025,-0.08
1.366,0.06,-0.07
1.368,0.115,-0.065
1.37,0.15,-0.055
1.372,0.11,-0.05
1.374,0.115,-0.045
1.376,0.175,-0.045
1.378,0.2,-0.05
1.38,0.09,-0.06
1.382,0.065,-0.065
1.384,0.05,-0.075
1.386,0.1,-0.075
1.388,0.11,-0.075
1.39,0.12,-0.07
1.392,0.135,-0.065
1.394,0.11,-0.06
1.396,0.135,-0.055
1.398,0.14,-0.055
1.4,0.105,-0.055
1.402,0.11,-0.06
1.404,0.1,-0.065
1.406,0.1,-0.07
1.408,0.125,-0.07
1.41,0.095,-0.075
1.412,0.055,-0.07
1.414,0.095,-0.065
1.416,0.155,-0.055
1.418,0.155,-0.045
1.42,0.13,-0.04
1.422,0.145,-0.035
1.424,0.115,-0.03
1.426,0.095,-0.03
1.428,0.09,-0.035
1.43,0.14,-0.04
1.432,0.12,-0.045
1.434,0.125,-0.05
1.436,0.13,-0.05
1.438,0.13,-0.05
1.44,0.1,-0.04
1.442,0.12,-0.03
1.444,0.21,-0.02
1.446,0.215,-0.005
1.448,0.2,0.005
1.45,0.165,0.015
1.452,0.165,0.025
1.454,0.15,0.03
1.456,0.195,0.03
1.458,0.19,0.025
1.46,0.19,0.015
1.462,0.25,0.005
1.464,0.185,-0.005
1.466,0.115,-0.02
1.468,0.08,-0.035
1.47,0.11,-0.05
1.472,0.12,-0.06
1.474,0.095,-0.07
1.476,0.115,-0.075
1.478,0.105,-0.075
1.48,0.095,-0.075
1.482,0.13,-0.07
1.484,0.09,-0.065
1.486,0.095,-0.055
1.488,0.105,-0.05
1.49,0.115,-0.05
1.492,0.145,-0.05
1.494,0.15,-0.05
1.496,0.13,-0.055
1.498,0.12,-0.065
1.5,0.135,-0.07
1.502,0.04,-0.075
1.504,0.015,-0.08
1.506,0.115,-0.08
1.508,0.09,-0.075
1.51,0.125,-0.07
1.512,0.15,-0.065
1.514,0.12,-0.06
1.516,0.105,-0.055
1.518,0.105,-0.055
1.52,0.13,-0.05
1.522,0.15,-0.05
1.524,0.12,-0.05
1.526,0.125,-0.05
1.528,0.13,-0.05
1.53,0.125,-0.05
1.532,0.12,-0.05
1.534,0.15,-0.045
1.536,0.165,-0.045
1.538,0.165,-0.05
1.54,0.125,-0.05
1.542,0.09,-0.055
1.544,0.1,-0.055
1.546,0.07,-0.06
1.548,0.07,-0.06
1.55,0.1,-0.06
1.552,0.105,-0.065
1.554,0.14,-0.065
1.556,0.145,-0.07
1.558,0.11,-0.08
1.56,0.09,-0.09
1.562,0.07,-0.1
1.564,0.005,-0.105
1.566,-0.01,-0.1
1.568,0.03,-0.085
1.57,0.11,-0.05
1.572,0.225,0.005
1.574,0.315,0.08
1.576,0.385,0.17
1.578,0.5,0.265
1.58,0.62,0.36
1.582,0.605,0.45
1.584,0.635,0.525
1.586,0.78,0.58
1.588,0.86,0.61
1.59,0.795,0.62
1.592,0.755,0.615
1.594,0.755,0.59
1.596,0.725,0.55
1.598,0.64,0.505
1.6,0.655,0.445
1.602,0.6,0.38
1.604,0.475,0.305
1.606,0.38,0.22
1.608,0.275,0.135
1.61,0.135,0.045
1.612,0.07,-0.035
1.614,0.05,-0.105
1.616,-0.01,-0.16
1.618,-0.055,-0.19
1.62,-0.015,-0.205
1.622,-0.025,-0.195
1.624,0.01,-0.17
1.626,0.045,-0.14
1.628,0.1,-0.105
1.63,0.14,-0.075
1.632,0.16,-0.05
1.634,0.15,-0.035
1.636,0.115,-0.025
1.638,0.135,-0.025
1.64,0.135,-0.03
1.642,0.135,-0.035
1.644,0.11,-0.035
1.646,0.115,-0.035
1.648,0.105,-0.03
1.65,0.13,-0.03
1.652,0.215,-0.025
1.654,0.21,-0.02
1.656,0.155,-0.02
1.658,0.14,-0.015
1.66,0.11,-0.015
1.662,0.15,-0.01
1.664,0.125,0.0
1.666,0.205,0.005
1.668,0.2,0.015
1.67,0.215,0.025
1.672,0.26,0.035
1.674,0.235,0.04
1.676,0.215,0.045
1.678,0.175,0.04
1.68,0.19,0.035
1.682,0.16,0.025
1.684,0.16,0.015
1.686,0.18,0.005
1.688,0.16,-0.005
1.69,0.14,-0.015
1.692,0.145,-0.02
1.694,0.21,-0.025
1.696,0.155,-0.025
1.698,0.125,-0.025
1.7,0.125,-0.025
1.702,0.135,-0.02
1.704,0.17,-0.015
1.706,0.17,-0.01
1.708,0.18,0.0
1.71,0.18,0.005
1.712,0.215,0.015
1.714,0.185,0.02
1.716,0.22,0.03
1.718,0.225,0.035
1.72,0.21,0.04
1.722,0.22,0.04
1.724,0.23,0.045
1.726,0.225,0.045
1.728,0.2,0.05
1.73,0.16,0.055
1.732,0.175,0.06
1.734,0.295,0.07
1.736,0.37,0.075
1.738,0.275,0.085
1.74,0.225,0.09
1.742,0.24,0.1
1.744,0.295,0.105
1.746,0.27,0.115
1.748,0.285,0.125
1.75,0.315,0.135
1.752,0.36,0.14
1.754,0.35,0.15
1.756,0.335,0.155
1.758,0.305,0.155
1.76,0.29,0.155
1.762,0.285,0.15
1.764,0.285,0.15
1.766,0.305,0.15
1.768,0.35,0.15
1.77,0.38,0.155
1.772,0.395,0.165
1.774,0.425,0.18
1.776,0.42,0.195
1.778,0.405,0.21
1.78,0.395,0.225
1.782,0.375,0.235
1.784,0.375,0.24
1.786,0.405,0.24
1.788,0.43,0.24
1.79,0.415,0.24
1.792,0.42,0.24
1.794,0.49,0.24
1.796,0.42,0.245
1.798,0.36,0.25
1.8,0.425,0.255
1.802,0.475,0.26
1.804,0.435,0.26
1.806,0.375,0.26
1.808,0.37,0.25
1.81,0.38,0.24
1.812,0.43,0.23
1.814,0.46,0.22
1.816,0.4,0.21
1.818,0.405,0.205
1.82,0.42,0.2
1.822,0.385,0.2
1.824,0.305,0.195
1.826,0.305,0.185
1.828,0.285,0.175
1.83,0.295,0.16
1.832,0.35,0.14
1.834,0.37,0.125
1.836,0.295,0.105
1.838,0.21,0.09
1.84,0.22,0.08
1.842,0.25,0.07
1.844,0.31,0.065
1.846,0.265,0.055
1.848,0.17,0.05
1.85,0.13,0.035
1.852,0.175,0.025
1.854,0.195,0.01
1.856,0.145,0.0
1.858,0.14,-0.01
1.86,0.16,-0.015
1.862,0.19,-0.015
1.864,0.23,-0.015
1.866,0.195,-0.01
1.868,0.155,-0.005
1.87,0.14,-0.005
1.872,0.11,-0.01
1.874,0.07,-0.02
1.876,0.125,-0.035
1.878,0.145,-0.05
1.88,0.16,-0.06
1.882,0.135,-0.07
1.884,0.04,-0.075
1.886,0.005,-0.07
1.888,0.095,-0.06
1.89,0.18,-0.05
1.892,0.185,-0.04
1.894,0.155,-0.035
1.896,0.19,-0.03
1.898,0.12,-0.03
1.9,0.075,-0.035
1.902,0.09,-0.045
1.904,0.13,-0.05
1.906,0.13,-0.05
1.908,0.16,-0.05
1.91,0.135,-0.05
1.912,0.125,-0.045
1.914,0.125,-0.04
1.916,0.11,-0.04
1.918,0.07,-0.04
1.92,0.135,-0.045
1.922,0.135,-0.05
1.924,0.095,-0.055
1.926,0.135,-0.06
1.928,0.155,-0.06
1.93,0.105,-0.06
1.932,0.105,-0.055
1.934,0.165,-0.045
1.936,0.145,-0.04
1.938,0.1,-0.03
1.94,0.08,-0.02
1.942,0.13,-0.015
1.944,0.205,-0.015
1.946,0.185,-0.015
1.948,0.14,-0.015
1.95,0.135,-0.02
1.952,0.12,-0.025
1.954,0.145,-0.025
1.956,0.155,-0.03
1.958,0.165,-0.035
1.96,0.185,-0.045
1.962,0.13,-0.05
1.964,0.075,-0.055
1.966,0.1,-0.06
1.968,0.12,-0.06
1.97,0.095,-0.06
1.972,0.1,-0.055
1.974,0.13,-0.05
1.976,0.17,-0.04
1.978,0.175,-0.03
1.98,0.16,-0.025
1.982,0.145,-0.025
1.984,0.125,-0.03
1.986,0.075,-0.035
1.988,0.1,-0.045
1.99,0.085,-0.055
1.992,0.095,-0.06
1.994,0.13,-0.06
1.996,0.12,-0.06
1.998,0.165,-0.055
2.0,0.17,-0.045
2.002,0.13,-0.035
2.004,0.14,-0.03
2.006,0.16,-0.025
2.008,0.175,-0.025
2.01,0.07,-0.025
2.012,0.16,-0.03
2.014,0.175,-0.03
2.016,0.125,-0.025
2.018,0.155,-0.02
2.02,0.24,-0.015
2.022,0.165,-0.005
2.024,0.13,0.005
2.026,0.18,0.01
2.028,0.135,0.015
2.03,0.175,0.01
2.032,0.175,-0.005
2.034,0.145,-0.015
2.036,0.165,-0.035
2.038,0.12,-0.05
2.04,0.13,-0.06
2.042,0.15,-0.065
2.044,0.085,-0.065
2.046,0.095,-0.06
2.048,0.115,-0.055
2.05,0.16,-0.05
2.052,0.115,-0.04
2.054,0.135,-0.04
2.056,0.13,-0.035
2.058,0.145,-0.035
2.06,0.125,-0.035
2.062,0.145,-0.035
2.064,0.155,-0.04
2.066,0.12,-0.04
2.068,0.14,-0.04
2.07,0.16,-0.04
2.072,0.14,-0.04
2.074,0.095,-0.045
2.076,0.075,-0.05
2.078,0.11,-0.055
2.08,0.085,-0.055
2.082,0.075,-0.055
2.084,0.125,-0.055
2.086,0.16,-0.05
2.088,0.195,-0.04
2.09,0.18,-0.035
2.092,0.13,-0.03
2.094,0.115,-0.025
2.096,0.145,-0.025
2.098,0.14,-0.035
2.1,0.105,-0.04
2.102,0.13,-0.05
2.104,0.105,-0.06
2.106,0.085,-0.07
2.108,0.11,-0.07
2.11,0.11,-0.07
2.112,0.115,-0.06
2.114,0.14,-0.05
2.116,0.185,-0.04
2.118,0.225,-0.025
2.12,0.155,-0.015
2.122,0.11,-0.01
2.124,0.09,-0.01
2.126,0.07,-0.015
2.128,0.07,-0.02
2.13,0.145,-0.03
2.132,0.19,-0.045
2.134,0.15,-0.055
2.136,0.13,-0.06
2.138,0.12,-0.065
2.14,0.115,-0.07
2.142,0.105,-0.065
2.144,0.105,-0.065
2.146,0.105,-0.06
2.148,0.145,-0.055
2.15,0.12,-0.055
2.152,0.095,-0.05
2.154,0.095,-0.055
2.156,0.125,-0.055
2.158,0.125,-0.055
2.16,0.13,-0.055
2.162,0.135,-0.055
2.164,0.11,-0.055
2.166,0.15,-0.055
2.168,0.115,-0.055
2.17,0.075,-0.055
2.172,0.065,-0.055
2.174,0.11,-0.06
2.176,0.105,-0.065
2.178,0.1,-0.065
2.18,0.115,-0.07
2.182,0.13,-0.07
2.184,0.12,-0.07
2.186,0.13,-0.065
2.188,0.135,-0.06
